Orthogroup	Babesia_bovis	Cardiosporidium_cionae	Cryptosporidium_parvum	Cyclospora_cayetanensis	Eimeria_tenella	Haemoproteus_tartakovskyi	Hepatocystis	Neospora_caninum	Nephromyces	Plasmodium_berghei	Plasmodium_chabaudi	Plasmodium_falciparum	Plasmodium_gaboni	Plasmodium_gallinaceum	Plasmodium_knowlesi	Plasmodium_reichenowi	Plasmodium_vivax	Plasmodium_yoelii	Sarcocystis_neurona	Theileria_annulata	Toxoplasma_gondii
OG0013759			cgd7_2970-RA																		
OG0013760			cgd7_2980-RA																		
OG0013761			cgd7_2990-RA																		
OG0013762			cgd7_30-RA																		
OG0013763			cgd7_3010-RA																		
OG0013764			cgd7_3070-RA																		
OG0013765			cgd7_3090-RA																		
OG0013766			cgd7_310-RA																		
OG0013767			cgd7_3130-RA																		
OG0013768			cgd7_3140-RA																		
OG0013769			cgd7_3150-RA																		
OG0013770			cgd7_3160-RA																		
OG0013771			cgd7_3200-RA																		
OG0013772			cgd7_3210-RA																		
OG0013773			cgd7_3220-RA																		
OG0013774			cgd7_3230-RA																		
OG0013775			cgd7_3250-RA																		
OG0013776			cgd7_3260-RA																		
OG0013777			cgd7_3280-RA																		
OG0013778			cgd7_3340-RA																		
OG0013779			cgd7_3360-RA																		
OG0013780			cgd7_3370-RA																		
OG0013781			cgd7_3380-RA																		
OG0013782			cgd7_3400-RA																		
OG0013783			cgd7_3410-RA																		
OG0013784			cgd7_3420-RA																		
OG0013785			cgd7_3440-RA																		
OG0013786			cgd7_3460-RA																		
OG0013787			cgd7_3470-RA																		
OG0013788			cgd7_3480-RA																		
OG0013789			cgd7_353-RA																		
OG0013790			cgd7_3540-RA																		
OG0013791			cgd7_3550-RA																		
OG0013792			cgd7_3560-RA																		
OG0013793			cgd7_3570-RA																		
OG0013794			cgd7_3573-RA																		
OG0013795			cgd7_3610-RA																		
OG0013796			cgd7_3633-RA																		
OG0013797			cgd7_3650-RA																		
OG0013798			cgd7_3680-RA																		
OG0013799			cgd7_3700-RA																		
OG0013800			cgd7_3710-RA																		
OG0013801			cgd7_3763-RA																		
OG0013802			cgd7_3770-RA																		
OG0013803			cgd7_380-RA																		
OG0013804			cgd7_3800-RA																		
OG0013805			cgd7_3810-RA																		
OG0013806			cgd7_3820-RA																		
OG0013807			cgd7_3830-RA																		
OG0013808			cgd7_3840-RA																		
OG0013809			cgd7_3850-RA																		
OG0013810			cgd7_3860-RA																		
OG0013811			cgd7_3870-RA																		
OG0013812			cgd7_3883-RA																		
OG0013813			cgd7_3900-RA																		
OG0013814			cgd7_3910-RA																		
OG0013815			cgd7_3920-RA																		
OG0013816			cgd7_400-RA																		
OG0013817			cgd7_4000-RA																		
OG0013818			cgd7_4010-RA																		
OG0013819			cgd7_4020-RA																		
OG0013820			cgd7_4090-RA																		
OG0013821			cgd7_4093-RA																		
OG0013822			cgd7_4120-RA																		
OG0013823			cgd7_4200-RA																		
OG0013824			cgd7_4213-RA																		
OG0013825			cgd7_4230-RA																		
OG0013826			cgd7_4260-RA																		
OG0013827			cgd7_4280-RA																		
OG0013828			cgd7_4300-RA																		
OG0013829			cgd7_4310-RA																		
OG0013830			cgd7_4320-RA																		
OG0013831			cgd7_4333-RA																		
OG0013832			cgd7_4340-RA																		
OG0013833			cgd7_4430-RA																		
OG0013834			cgd7_4440-RA																		
OG0013835			cgd7_4490-RA																		
OG0013836			cgd7_4500-RA																		
OG0013837			cgd7_4530-RA																		
OG0013838			cgd7_4660-RA																		
OG0013839			cgd7_4663-RA																		
OG0013840			cgd7_4670-RA																		
OG0013841			cgd7_4680-RA																		
OG0013842			cgd7_4710-RA																		
OG0013843			cgd7_4713-RA																		
OG0013844			cgd7_4720-RA																		
OG0013845			cgd7_4740-RA																		
OG0013846			cgd7_4780-RA																		
OG0013847			cgd7_4820-RA																		
OG0013848			cgd7_4860-RA																		
OG0013849			cgd7_4873-RA																		
OG0013850			cgd7_4880-RA																		
OG0013851			cgd7_4890-RA																		
OG0013852			cgd7_490-RA																		
OG0013853			cgd7_4980-RA																		
OG0013854			cgd7_50-RA																		
OG0013855			cgd7_500-RA																		
OG0013856			cgd7_5030-RA																		
OG0013857			cgd7_5040-RA																		
OG0013858			cgd7_5080-RA																		
OG0013859			cgd7_5090-RA																		
OG0013860			cgd7_5110-RA																		
OG0013861			cgd7_5120-RA																		
OG0013862			cgd7_5130-RA																		
OG0013863			cgd7_5140-RA																		
OG0013864			cgd7_5150-RA																		
OG0013865			cgd7_5160-RA																		
OG0013866			cgd7_5190-RA																		
OG0013867			cgd7_5200-RA																		
OG0013868			cgd7_5240-RA																		
OG0013869			cgd7_5253-RA																		
OG0013870			cgd7_5260-RA																		
OG0013871			cgd7_5290-RA																		
OG0013872			cgd7_5330-RA																		
OG0013873			cgd7_5340-RA																		
OG0013874			cgd7_5360-RA																		
OG0013875			cgd7_5370-RA																		
OG0013876			cgd7_5380-RA																		
OG0013877			cgd7_5390-RA																		
OG0013878			cgd7_540-RA																		
OG0013879			cgd7_5400-RA																		
OG0013880			cgd7_5430-RA																		
OG0013881			cgd7_5440-RA																		
OG0013882			cgd7_5450-RA																		
OG0013883			cgd7_5470-RA																		
OG0013884			cgd7_5480-RA																		
OG0013885			cgd7_5510-RA																		
OG0013886			cgd7_5520-RA																		
OG0013887			cgd7_5530-RA																		
OG0013888			cgd7_580-RA																		
OG0013889			cgd7_610-RA																		
OG0013890			cgd7_613-RA																		
OG0013891			cgd7_620-RA																		
OG0013892			cgd7_650-RA																		
OG0013893			cgd7_660-RA																		
OG0013894			cgd7_670-RA																		
OG0013895			cgd7_680-RA																		
OG0013896			cgd7_70-RA																		
OG0013897			cgd7_730-RA																		
OG0013898			cgd7_740-RA																		
OG0013899			cgd7_750-RA																		
OG0013900			cgd7_753-RA																		
OG0013901			cgd7_770-RA																		
OG0013902			cgd7_780-RA																		
OG0013903			cgd7_790-RA																		
OG0013904			cgd7_800-RA																		
OG0013905			cgd7_840-RA																		
OG0013906			cgd7_860-RA																		
OG0013907			cgd7_870-RA																		
OG0013908			cgd7_890-RA																		
OG0013909			cgd7_900-RA																		
OG0013910			cgd7_930-RA																		
OG0013911			cgd7_960-RA																		
OG0013912			cgd7_990-RA																		
OG0013913			Cgd8_1390-RA																		
OG0013914			cgd8_100-RA																		
OG0013915			cgd8_1000-RA																		
OG0013916			cgd8_1010-RA																		
OG0013917			cgd8_1020-RA																		
OG0013918			cgd8_1050-RA																		
OG0013919			cgd8_1090-RA																		
OG0013920			cgd8_110-RA																		
OG0013921			cgd8_1133-RA																		
OG0013922			cgd8_1143-RA																		
OG0013923			cgd8_1160-RA																		
OG0013924			cgd8_1170-RA																		
OG0013925			cgd8_1190-RA																		
OG0013926			cgd8_120-RA																		
OG0013927			cgd8_1220-RA																		
OG0013928			cgd8_1260-RA																		
OG0013929			cgd8_1290-RA																		
OG0013930			cgd8_1310-RA																		
OG0013931			cgd8_1330-RA																		
OG0013932			cgd8_1340-RA																		
OG0013933			cgd8_1360-RA																		
OG0013934			cgd8_1380-RA																		
OG0013935			cgd8_140-RA																		
OG0013936			cgd8_1433-RA																		
OG0013937			cgd8_1460-RA																		
OG0013938			cgd8_1480-RA																		
OG0013939			cgd8_1490-RA																		
OG0013940			cgd8_1490-RB																		
OG0013941			cgd8_1490-RC																		
OG0013942			cgd8_1500-RA																		
OG0013943			cgd8_1510-RA																		
OG0013944			cgd8_1540-RA																		
OG0013945			cgd8_1570-RA																		
OG0013946			cgd8_1583-RA																		
OG0013947			cgd8_1590-RA																		
OG0013948			cgd8_160-RA																		
OG0013949			cgd8_1630-RA																		
OG0013950			cgd8_1640-RA																		
OG0013951			cgd8_1680-RA																		
OG0013952			cgd8_1700-RA																		
OG0013953			cgd8_1710-RA																		
OG0013954			cgd8_1720-RA																		
OG0013955			cgd8_1750-RA																		
OG0013956			cgd8_1760-RA																		
OG0013957			cgd8_1763-RA																		
OG0013958			cgd8_1770-RA																		
OG0013959			cgd8_1780-RA																		
OG0013960			cgd8_1790-RA																		
OG0013961			cgd8_180-RA																		
OG0013962			cgd8_1800-RA																		
OG0013963			cgd8_1810-RA																		
OG0013964			cgd8_1850-RA																		
OG0013965			cgd8_1893-RA																		
OG0013966			cgd8_1900-RA																		
OG0013967			cgd8_193-RA																		
OG0013968			cgd8_1960-RA																		
OG0013969			cgd8_1980-RA																		
OG0013970			cgd8_200-RA																		
OG0013971			cgd8_2060-RA																		
OG0013972			cgd8_2070-RA																		
OG0013973			cgd8_2080-RA																		
OG0013974			cgd8_2100-RA																		
OG0013975			cgd8_2103-RA																		
OG0013976			cgd8_2110-RA																		
OG0013977			cgd8_2130-RA																		
OG0013978			cgd8_2140-RA																		
OG0013979			cgd8_2160-RA																		
OG0013980			cgd8_2190-RA																		
OG0013981			cgd8_2230-RA																		
OG0013982			cgd8_2240-RA																		
OG0013983			cgd8_2270-RA																		
OG0013984			cgd8_2280-RA																		
OG0013985			cgd8_2290-RA																		
OG0013986			cgd8_230-RA																		
OG0013987			cgd8_2310-RA																		
OG0013988			cgd8_2320-RA																		
OG0013989			cgd8_2360-RA																		
OG0013990			cgd8_2380-RA																		
OG0013991			cgd8_240-RA																		
OG0013992			cgd8_2400-RA																		
OG0013993			cgd8_2420-RA																		
OG0013994			cgd8_2450-RA																		
OG0013995			cgd8_2460-RA																		
OG0013996			cgd8_2463-RA																		
OG0013997			cgd8_2470-RA																		
OG0013998			cgd8_2530-RA																		
OG0013999			cgd8_2553-RA																		
OG0014000			cgd8_2570-RA																		
OG0014001			cgd8_2590-RA																		
OG0014002			cgd8_260-RA																		
OG0014003			cgd8_2600-RA																		
OG0014004			cgd8_2620-RA																		
OG0014005			cgd8_2640-RA																		
OG0014006			cgd8_2660-RA																		
OG0014007			cgd8_2680-RA																		
OG0014008			cgd8_2690-RA																		
OG0014009			cgd8_270-RA																		
OG0014010			cgd8_2730-RA																		
OG0014011			cgd8_2740-RA																		
OG0014012			cgd8_2750-RA																		
OG0014013			cgd8_2760-RA																		
OG0014014			cgd8_2763-RA																		
OG0014015			cgd8_2790-RA																		
OG0014016			cgd8_2800-RA																		
OG0014017			cgd8_2810-RA																		
OG0014018			cgd8_2830-RA																		
OG0014019			cgd8_2850-RA																		
OG0014020			cgd8_2900-RA																		
OG0014021			cgd8_2920-RA																		
OG0014022			cgd8_293-RA																		
OG0014023			cgd8_2950-RA																		
OG0014024			cgd8_3020-RA																		
OG0014025			cgd8_3030-RA																		
OG0014026			cgd8_3040-RA																		
OG0014027			cgd8_3060-RA																		
OG0014028			cgd8_3120-RA																		
OG0014029			cgd8_3133-RA																		
OG0014030			cgd8_3150-RA																		
OG0014031			cgd8_3160-RA																		
OG0014032			cgd8_3173-RA																		
OG0014033			cgd8_320-RA																		
OG0014034			cgd8_3230-RA																		
OG0014035			cgd8_3263-RA																		
OG0014036			cgd8_3273-RA																		
OG0014037			cgd8_3290-RA																		
OG0014038			cgd8_330-RA																		
OG0014039			cgd8_3340-RA																		
OG0014040			cgd8_3350-RA																		
OG0014041			cgd8_3360-RA																		
OG0014042			cgd8_3410-RA																		
OG0014043			cgd8_3413-RA																		
OG0014044			cgd8_3490-RA																		
OG0014045			cgd8_3500-RA																		
OG0014046			cgd8_3510-RA																		
OG0014047			cgd8_3520-RA																		
OG0014048			cgd8_3550-RA																		
OG0014049			cgd8_3580-RA																		
OG0014050			cgd8_3600-RA																		
OG0014051			cgd8_3610-RA																		
OG0014052			cgd8_3620-RA																		
OG0014053			cgd8_3640-RA																		
OG0014054			cgd8_3650-RA																		
OG0014055			cgd8_3653-RA																		
OG0014056			cgd8_3670-RA																		
OG0014057			cgd8_3700-RA																		
OG0014058			cgd8_3703-RA																		
OG0014059			cgd8_3710-RA																		
OG0014060			cgd8_3730-RA																		
OG0014061			cgd8_3750-RA																		
OG0014062			cgd8_3780-RA																		
OG0014063			cgd8_3820-RA																		
OG0014064			cgd8_3830-RA																		
OG0014065			cgd8_3840-RA																		
OG0014066			cgd8_3860-RA																		
OG0014067			cgd8_3880-RA																		
OG0014068			cgd8_3890-RA																		
OG0014069			cgd8_3910-RA																		
OG0014070			cgd8_3920-RA																		
OG0014071			cgd8_3980-RA																		
OG0014072			cgd8_3990-RA																		
OG0014073			cgd8_4000-RA																		
OG0014074			cgd8_4020-RA																		
OG0014075			cgd8_4070-RA																		
OG0014076			cgd8_4090-RA																		
OG0014077			cgd8_410-RA																		
OG0014078			cgd8_4120-RA																		
OG0014079			cgd8_4140-RA																		
OG0014080			cgd8_4150-RA																		
OG0014081			cgd8_4160-RA																		
OG0014082			cgd8_4190-RA																		
OG0014083			cgd8_420-RA																		
OG0014084			cgd8_4200-RA																		
OG0014085			cgd8_4210-RA																		
OG0014086			cgd8_4220-RA																		
OG0014087			cgd8_4230-RA																		
OG0014088			cgd8_4250-RA																		
OG0014089			cgd8_4253-RA																		
OG0014090			cgd8_4300-RA																		
OG0014091			cgd8_4310-RA																		
OG0014092			cgd8_4320-RA																		
OG0014093			cgd8_4390-RA																		
OG0014094			cgd8_4410-RA																		
OG0014095			cgd8_4440-RA																		
OG0014096			cgd8_4450-RA																		
OG0014097			cgd8_4480-RA																		
OG0014098			cgd8_4490-RA																		
OG0014099			cgd8_4520-RA																		
OG0014100			cgd8_4550-RA																		
OG0014101			cgd8_4560-RA																		
OG0014102			cgd8_4570-RA																		
OG0014103			cgd8_4580-RA																		
OG0014104			cgd8_4590-RA																		
OG0014105			cgd8_4600-RA																		
OG0014106			cgd8_4610-RA																		
OG0014107			cgd8_4640-RA																		
OG0014108			cgd8_4650-RA																		
OG0014109			cgd8_4660-RA																		
OG0014110			cgd8_4690-RA																		
OG0014111			cgd8_470-RA																		
OG0014112			cgd8_4710-RA																		
OG0014113			cgd8_4740-RA																		
OG0014114			cgd8_4743-RA																		
OG0014115			cgd8_4770-RA																		
OG0014116			cgd8_4780-RA																		
OG0014117			cgd8_4783-RA																		
OG0014118			cgd8_4820-RA																		
OG0014119			cgd8_4830-RA																		
OG0014120			cgd8_4850-RA																		
OG0014121			cgd8_4860-RA																		
OG0014122			cgd8_4880-RA																		
OG0014123			cgd8_4890-RA																		
OG0014124			cgd8_490-RA																		
OG0014125			cgd8_4960-RA																		
OG0014126			cgd8_4980-RA																		
OG0014127			cgd8_4990-RA																		
OG0014128			cgd8_500-RA																		
OG0014129			cgd8_5000-RA																		
OG0014130			cgd8_5010-RA																		
OG0014131			cgd8_503-RA																		
OG0014132			cgd8_5040-RA																		
OG0014133			cgd8_5060-RA																		
OG0014134			cgd8_5080-RA																		
OG0014135			cgd8_5090-RA																		
OG0014136			cgd8_5100-RA																		
OG0014137			cgd8_5110-RA																		
OG0014138			cgd8_5170-RA																		
OG0014139			cgd8_5183-RA																		
OG0014140			cgd8_5190-RA																		
OG0014141			cgd8_520-RA																		
OG0014142			cgd8_5210-RA																		
OG0014143			cgd8_5220-RA																		
OG0014144			cgd8_523-RA																		
OG0014145			cgd8_5250-RA																		
OG0014146			cgd8_5253-RA																		
OG0014147			cgd8_5270-RA																		
OG0014148			cgd8_5290-RA																		
OG0014149			cgd8_530-RA																		
OG0014150			cgd8_5300-RA																		
OG0014151			cgd8_5310-RA																		
OG0014152			cgd8_5323-RA																		
OG0014153			cgd8_5340-RA																		
OG0014154			cgd8_5350-RA																		
OG0014155			cgd8_5360-RA																		
OG0014156			cgd8_5370-RA																		
OG0014157			cgd8_5380-RA																		
OG0014158			cgd8_5390-RA																		
OG0014159			cgd8_5410-RA																		
OG0014160			cgd8_5420-RA																		
OG0014161			cgd8_550-RA																		
OG0014162			cgd8_590-RA																		
OG0014163			cgd8_60-RA																		
OG0014164			cgd8_620-RA																		
OG0014165			cgd8_660-RA																		
OG0014166			cgd8_670-RA																		
OG0014167			cgd8_680-RA																		
OG0014168			cgd8_690-RA																		
OG0014169			cgd8_700-RA																		
OG0014170			cgd8_720-RA																		
OG0014171			cgd8_730-RA																		
OG0014172			cgd8_740-RA																		
OG0014173			cgd8_760-RA																		
OG0014174			cgd8_770-RA																		
OG0014175			cgd8_810-RA																		
OG0014176			cgd8_820-RA																		
OG0014177			cgd8_830-RA																		
OG0014178			cgd8_850-RA																		
OG0014179			cgd8_90-RA																		
OG0014180			cgd8_900-RA																		
OG0014181			cgd8_910-RA																		
OG0014182			cgd8_970-RA																		
OG0014183			cgd8_980-RA																		
OG0014184			cgd8_990-RA																		
OG0014185				cyc_08864																	
OG0014186				cyc_08866																	
OG0014187				cyc_04539																	
OG0014188				cyc_04542																	
OG0014189				cyc_04543																	
OG0014190				cyc_08934																	
OG0014191				cyc_08935																	
OG0014192				cyc_05990																	
OG0014193				cyc_05991																	
OG0014194				cyc_05992																	
OG0014195				cyc_05994																	
OG0014196				cyc_05996																	
OG0014197				cyc_08771																	
OG0014198				cyc_06020																	
OG0014199				cyc_05461																	
OG0014200				cyc_05466																	
OG0014201				cyc_05474																	
OG0014202				cyc_05476																	
OG0014203				cyc_05477																	
OG0014204				cyc_08798																	
OG0014205				cyc_08582																	
OG0014206				cyc_08150																	
OG0014207				cyc_03471																	
OG0014208				cyc_03474																	
OG0014209				cyc_03475																	
OG0014210				cyc_03481																	
OG0014211				cyc_03482																	
OG0014212				cyc_03484																	
OG0014213				cyc_03487																	
OG0014214				cyc_03488																	
OG0014215				cyc_03489																	
OG0014216				cyc_06257																	
OG0014217				cyc_06261																	
OG0014218				cyc_06264																	
OG0014219				cyc_06265																	
OG0014220				cyc_09761																	
OG0014221				cyc_09308																	
OG0014222				cyc_08631																	
OG0014223				cyc_09256																	
OG0014224				cyc_08578																	
OG0014225				cyc_08813																	
OG0014226				cyc_08814																	
OG0014227				cyc_08818																	
OG0014228				cyc_08819																	
OG0014229				cyc_05742																	
OG0014230				cyc_02791																	
OG0014231				cyc_02792																	
OG0014232				cyc_02794																	
OG0014233				cyc_02796																	
OG0014234				cyc_02798																	
OG0014235				cyc_02802																	
OG0014236				cyc_02803																	
OG0014237				cyc_02805																	
OG0014238				cyc_02808																	
OG0014239				cyc_02809																	
OG0014240				cyc_02813																	
OG0014241				cyc_02814																	
OG0014242				cyc_02817																	
OG0014243				cyc_02819																	
OG0014244				cyc_07478																	
OG0014245				cyc_07479																	
OG0014246				cyc_07481																	
OG0014247				cyc_08411																	
OG0014248				cyc_08412																	
OG0014249				cyc_04584																	
OG0014250				cyc_04585																	
OG0014251				cyc_08220																	
OG0014252				cyc_02514																	
OG0014253				cyc_02515																	
OG0014254				cyc_02517																	
OG0014255				cyc_07171																	
OG0014256				cyc_07172																	
OG0014257				cyc_07399																	
OG0014258				cyc_07400																	
OG0014259				cyc_02332																	
OG0014260				cyc_02338																	
OG0014261				cyc_02342																	
OG0014262				cyc_02343																	
OG0014263				cyc_02344																	
OG0014264				cyc_08362																	
OG0014265				cyc_06354																	
OG0014266				cyc_06356																	
OG0014267				cyc_01033																	
OG0014268				cyc_01035																	
OG0014269				cyc_09088																	
OG0014270				cyc_09090																	
OG0014271				cyc_04114																	
OG0014272				cyc_08170																	
OG0014273				cyc_05864																	
OG0014274				cyc_05865																	
OG0014275				cyc_05870																	
OG0014276				cyc_05872																	
OG0014277				cyc_05876																	
OG0014278				cyc_05878																	
OG0014279				cyc_05887																	
OG0014280				cyc_05890																	
OG0014281				cyc_05891																	
OG0014282				cyc_07974																	
OG0014283				cyc_01037																	
OG0014284				cyc_01045																	
OG0014285				cyc_01046																	
OG0014286				cyc_03150																	
OG0014287				cyc_03152																	
OG0014288				cyc_03153																	
OG0014289				cyc_03154																	
OG0014290				cyc_03155																	
OG0014291				cyc_03157																	
OG0014292				cyc_03165																	
OG0014293				cyc_08742																	
OG0014294				cyc_08743																	
OG0014295				cyc_08745																	
OG0014296				cyc_08746																	
OG0014297				cyc_08747																	
OG0014298				cyc_06382																	
OG0014299				cyc_06386																	
OG0014300				cyc_09195																	
OG0014301				cyc_04954																	
OG0014302				cyc_04957																	
OG0014303				cyc_04962																	
OG0014304				cyc_04965																	
OG0014305				cyc_07629																	
OG0014306				cyc_07630																	
OG0014307				cyc_07437																	
OG0014308				cyc_07438																	
OG0014309				cyc_07440																	
OG0014310				cyc_05976																	
OG0014311				cyc_05978																	
OG0014312				cyc_05982																	
OG0014313				cyc_05986																	
OG0014314				cyc_02961																	
OG0014315				cyc_02962																	
OG0014316				cyc_02963																	
OG0014317				cyc_08422																	
OG0014318				cyc_05681																	
OG0014319				cyc_05684																	
OG0014320				cyc_05686																	
OG0014321				cyc_05166																	
OG0014322				cyc_05168																	
OG0014323				cyc_05169																	
OG0014324				cyc_05172																	
OG0014325				cyc_08862																	
OG0014326				cyc_05721																	
OG0014327				cyc_08427																	
OG0014328				cyc_08428																	
OG0014329				cyc_08430																	
OG0014330				cyc_07029																	
OG0014331				cyc_07030																	
OG0014332				cyc_07841																	
OG0014333				cyc_07842																	
OG0014334				cyc_08976																	
OG0014335				cyc_09436																	
OG0014336				cyc_08619																	
OG0014337				cyc_08623																	
OG0014338				cyc_08624																	
OG0014339				cyc_02666																	
OG0014340				cyc_02668																	
OG0014341				cyc_02677																	
OG0014342				cyc_08848																	
OG0014343				cyc_08288																	
OG0014344				cyc_08290																	
OG0014345				cyc_08291																	
OG0014346				cyc_08293																	
OG0014347				cyc_07079																	
OG0014348				cyc_07083																	
OG0014349				cyc_07084																	
OG0014350				cyc_07085																	
OG0014351				cyc_07600																	
OG0014352				cyc_07602																	
OG0014353				cyc_07604																	
OG0014354				cyc_07673																	
OG0014355				cyc_01140																	
OG0014356				cyc_01146																	
OG0014357				cyc_01148																	
OG0014358				cyc_01150																	
OG0014359				cyc_01152																	
OG0014360				cyc_01153																	
OG0014361				cyc_01154																	
OG0014362				cyc_01156																	
OG0014363				cyc_01160																	
OG0014364				cyc_01161																	
OG0014365				cyc_09642																	
OG0014366				cyc_02777																	
OG0014367				cyc_02783																	
OG0014368				cyc_07706																	
OG0014369				cyc_09255																	
OG0014370				cyc_00132																	
OG0014371				cyc_00134																	
OG0014372				cyc_00135																	
OG0014373				cyc_00136																	
OG0014374				cyc_00137																	
OG0014375				cyc_00098																	
OG0014376				cyc_03665																	
OG0014377				cyc_03667																	
OG0014378				cyc_03668																	
OG0014379				cyc_03670																	
OG0014380				cyc_08734																	
OG0014381				cyc_08735																	
OG0014382				cyc_09186																	
OG0014383				cyc_02085																	
OG0014384				cyc_02086																	
OG0014385				cyc_02090																	
OG0014386				cyc_02154																	
OG0014387				cyc_02159																	
OG0014388				cyc_02160																	
OG0014389				cyc_02163																	
OG0014390				cyc_03721																	
OG0014391				cyc_03724																	
OG0014392				cyc_03725																	
OG0014393				cyc_03729																	
OG0014394				cyc_03731																	
OG0014395				cyc_03732																	
OG0014396				cyc_06208																	
OG0014397				cyc_08933																	
OG0014398				cyc_07199																	
OG0014399				cyc_07870																	
OG0014400				cyc_07611																	
OG0014401				cyc_07612																	
OG0014402				cyc_03616																	
OG0014403				cyc_03617																	
OG0014404				cyc_03620																	
OG0014405				cyc_03629																	
OG0014406				cyc_03630																	
OG0014407				cyc_03631																	
OG0014408				cyc_03633																	
OG0014409				cyc_09230																	
OG0014410				cyc_00242																	
OG0014411				cyc_00247																	
OG0014412				cyc_00248																	
OG0014413				cyc_00249																	
OG0014414				cyc_00250																	
OG0014415				cyc_00253																	
OG0014416				cyc_00254																	
OG0014417				cyc_00255																	
OG0014418				cyc_00256																	
OG0014419				cyc_01178																	
OG0014420				cyc_01179																	
OG0014421				cyc_01181																	
OG0014422				cyc_08450																	
OG0014423				cyc_09202																	
OG0014424				cyc_02529																	
OG0014425				cyc_02530																	
OG0014426				cyc_02532																	
OG0014427				cyc_03179																	
OG0014428				cyc_03180																	
OG0014429				cyc_03181																	
OG0014430				cyc_03183																	
OG0014431				cyc_03191																	
OG0014432				cyc_03193																	
OG0014433				cyc_03194																	
OG0014434				cyc_03197																	
OG0014435				cyc_03199																	
OG0014436				cyc_03200																	
OG0014437				cyc_03201																	
OG0014438				cyc_03202																	
OG0014439				cyc_03372																	
OG0014440				cyc_03373																	
OG0014441				cyc_03375																	
OG0014442				cyc_03376																	
OG0014443				cyc_03384																	
OG0014444				cyc_07552																	
OG0014445				cyc_07553																	
OG0014446				cyc_07556																	
OG0014447				cyc_04900																	
OG0014448				cyc_04901																	
OG0014449				cyc_04903																	
OG0014450				cyc_03831																	
OG0014451				cyc_03838																	
OG0014452				cyc_03840																	
OG0014453				cyc_03846																	
OG0014454				cyc_03852																	
OG0014455				cyc_03854																	
OG0014456				cyc_01281																	
OG0014457				cyc_01285																	
OG0014458				cyc_01289																	
OG0014459				cyc_00400																	
OG0014460				cyc_08809																	
OG0014461				cyc_01307																	
OG0014462				cyc_01315																	
OG0014463				cyc_08258																	
OG0014464				cyc_08466																	
OG0014465				cyc_04525																	
OG0014466				cyc_04527																	
OG0014467				cyc_08602																	
OG0014468				cyc_08604																	
OG0014469				cyc_02404																	
OG0014470				cyc_02405																	
OG0014471				cyc_02413																	
OG0014472				cyc_02417																	
OG0014473				cyc_00947																	
OG0014474				cyc_00949																	
OG0014475				cyc_00952																	
OG0014476				cyc_00964																	
OG0014477				cyc_00967																	
OG0014478				cyc_00968																	
OG0014479				cyc_00971																	
OG0014480				cyc_00981																	
OG0014481				cyc_00982																	
OG0014482				cyc_00983																	
OG0014483				cyc_00984																	
OG0014484				cyc_00985																	
OG0014485				cyc_07942																	
OG0014486				cyc_07945																	
OG0014487				cyc_01594																	
OG0014488				cyc_01604																	
OG0014489				cyc_01606																	
OG0014490				cyc_01607																	
OG0014491				cyc_01610																	
OG0014492				cyc_01612																	
OG0014493				cyc_07650																	
OG0014494				cyc_05778																	
OG0014495				cyc_07824																	
OG0014496				cyc_07827																	
OG0014497				cyc_07831																	
OG0014498				cyc_07832																	
OG0014499				cyc_03733																	
OG0014500				cyc_03734																	
OG0014501				cyc_05612																	
OG0014502				cyc_05616																	
OG0014503				cyc_05320																	
OG0014504				cyc_05321																	
OG0014505				cyc_09403																	
OG0014506				cyc_05021																	
OG0014507				cyc_05025																	
OG0014508				cyc_08711																	
OG0014509				cyc_06542																	
OG0014510				cyc_06543																	
OG0014511				cyc_06544																	
OG0014512				cyc_06548																	
OG0014513				cyc_02231																	
OG0014514				cyc_02235																	
OG0014515				cyc_02238																	
OG0014516				cyc_06818																	
OG0014517				cyc_07677																	
OG0014518				cyc_03744																	
OG0014519				cyc_04515																	
OG0014520				cyc_04516																	
OG0014521				cyc_04517																	
OG0014522				cyc_04520																	
OG0014523				cyc_04522																	
OG0014524				cyc_02440																	
OG0014525				cyc_02443																	
OG0014526				cyc_02447																	
OG0014527				cyc_02452																	
OG0014528				cyc_01399																	
OG0014529				cyc_01415																	
OG0014530				cyc_01422																	
OG0014531				cyc_01423																	
OG0014532				cyc_01425																	
OG0014533				cyc_08855																	
OG0014534				cyc_07174																	
OG0014535				cyc_08965																	
OG0014536				cyc_08966																	
OG0014537				cyc_08323																	
OG0014538				cyc_08324																	
OG0014539				cyc_09282																	
OG0014540				cyc_08646																	
OG0014541				cyc_08648																	
OG0014542				cyc_08649																	
OG0014543				cyc_08650																	
OG0014544				cyc_09098																	
OG0014545				cyc_00096																	
OG0014546				cyc_00508																	
OG0014547				cyc_00509																	
OG0014548				cyc_00510																	
OG0014549				cyc_00511																	
OG0014550				cyc_00513																	
OG0014551				cyc_00514																	
OG0014552				cyc_00515																	
OG0014553				cyc_00517																	
OG0014554				cyc_00521																	
OG0014555				cyc_00522																	
OG0014556				cyc_00353																	
OG0014557				cyc_00354																	
OG0014558				cyc_00355																	
OG0014559				cyc_00358																	
OG0014560				cyc_00359																	
OG0014561				cyc_06224																	
OG0014562				cyc_06225																	
OG0014563				cyc_02365																	
OG0014564				cyc_02366																	
OG0014565				cyc_02370																	
OG0014566				cyc_02373																	
